Date,Open,High,Low,Close,Volume,Returns,Log Returns,Returns (%)
2016-01-20,92.83000183105469,95.0,89.37000274658203,94.3499984741211,59051400,,,
2016-01-21,94.91000366210938,95.98999786376953,92.62000274658203,94.16000366210938,30518900,0.9979862764696935,-0.00201575379759062,-0.20137235303064882
2016-01-22,96.41000366210938,98.06999969482422,95.48999786376953,97.94000244140625,30495400,1.040144420478798,0.03935956935731041,4.014442047879796
2016-01-25,98.72000122070312,99.4800033569336,96.93000030517578,97.01000213623047,32482000,0.9905043875638847,-0.009540983207825166,-0.9495612436115297
2016-01-26,97.76000213623047,97.87999725341797,95.66000366210938,97.33999633789062,26877100,1.0034016513183532,0.003395878789556741,0.3401651318353238
2016-01-27,97.79000091552734,97.8499984741211,94.2300033569336,94.44999694824219,58699400,0.9703102578757394,-0.030139405146784124,-2.9689742124260565
2016-01-28,107.19999694824219,110.33999633789062,104.80999755859375,109.11000061035156,107475300,1.1552144429410933,0.14428599162422884,15.521444294109333
2016-01-29,108.98999786376953,112.83999633789062,108.83999633789062,112.20999908447266,62739500,1.0284116804763999,0.028015554256804142,2.841168047639986
2016-02-01,112.2699966430664,115.72000122070312,112.01000213623047,115.08999633789062,46132700,1.0256661373934233,0.025342291643150345,2.566613739342327
2016-02-02,114.80000305175781,117.58999633789062,113.19999694824219,114.61000061035156,59778600,0.9958293879328152,-0.00417933332679914,-0.4170612067184831
2016-02-03,115.2699966430664,115.33999633789062,109.75,112.69000244140625,56919300,0.9832475511847096,-0.016894358205015794,-1.6752448815290366
2016-02-04,111.80000305175781,111.94000244140625,109.25,110.48999786376953,38890200,0.9804773757212347,-0.01971570783812584,-1.9522624278765277
2016-02-05,109.51000213623047,109.58000183105469,103.18000030517578,104.06999969482422,76894700,0.9418952095839394,-0.0598612530735721,-5.810479041606065
2016-02-08,100.41000366210938,102.68000030517578,97.45999908447266,99.75,71229700,0.9584894810464858,-0.04239669094738641,-4.15105189535142
2016-02-09,97.13999938964844,102.4000015258789,96.81999969482422,99.54000091552734,62709000,0.9978947460203242,-0.002107473141982447,-0.21052539796757586
2016-02-10,101.55000305175781,103.25,100.23999786376953,101.0,45179400,1.0146674610311854,0.01456093421326909,1.4667461031185436
2016-02-11,99.5999984741211,105.11000061035156,98.87999725341797,101.91000366210938,43670600,1.0090099372486077,0.008969589934082341,0.9009937248607658
2016-02-12,103.73999786376953,104.23999786376953,101.08999633789062,102.01000213623047,36176800,1.0009812429646519,0.0009807618604683545,0.09812429646518517
