Date,Open,High,Low,Close,Volume,Returns,Log Returns,Returns (%)
2016-01-20,13.293333053588867,13.41866683959961,12.75,13.24666690826416,87579000,,,
2016-01-21,13.436667442321777,13.548666954040527,13.001333236694336,13.33133316040039,47493000,1.0063915136330188,0.006371174528862555,0.6391513633018819
2016-01-22,13.653332710266113,13.699999809265137,13.268667221069336,13.50333309173584,46861500,1.0129019303070423,0.012819409432011437,1.2901930307042342
2016-01-25,13.337332725524902,13.571332931518555,13.058667182922363,13.092000007629395,40480500,0.9695384034954907,-0.030935193433109923,-3.0461596504509303
2016-01-26,13.113332748413086,13.187999725341797,12.592000007629395,12.904000282287598,74463000,0.9856401065358815,-0.014463994522802691,-1.4359893464118478
2016-01-27,12.825332641601562,12.883999824523926,12.38466739654541,12.538000106811523,54258000,0.9716366888197874,-0.028773321328083013,-2.8363311180212625
2016-01-28,12.719332695007324,12.751999855041504,12.160667419433594,12.646666526794434,68892000,1.008666965948092,0.00862962340794968,0.866696594809202
2016-01-29,12.66333293914795,12.916000366210938,12.538666725158691,12.74666690826416,42784500,1.0079072521804744,0.007876153690118506,0.7907252180474389
2016-02-01,12.583999633789062,13.3013334274292,12.183333396911621,13.129332542419434,79464000,1.030020838930621,0.029579034008357437,3.002083893062091
2016-02-02,12.82800006866455,12.874667167663574,12.01533317565918,12.185333251953125,86604000,0.9280999786229536,-0.07461581641391855,-7.190002137704643
2016-02-03,12.239333152770996,12.262666702270508,11.345333099365234,11.565333366394043,118971000,0.9491191686973596,-0.05222091533974821,-5.088083130264042
2016-02-04,11.380000114440918,11.732000350952148,11.13266658782959,11.688667297363281,65781000,1.0106641051374805,0.01060764461422636,1.0664105137480506
2016-02-05,11.420000076293945,11.533332824707031,10.515999794006348,10.84000015258789,141564000,0.9273940199352896,-0.07537675524991229,-7.260598006471042
2016-02-08,10.473333358764648,10.476667404174805,9.733332633972168,9.866000175476074,139695000,0.9101476048522668,-0.09414848949038832,-8.985239514773324
2016-02-09,9.48799991607666,10.652667045593262,9.403332710266113,9.883333206176758,129774000,1.0017568447590106,0.0017553033123812,0.17568447590106118
