QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.103960,0.033220,0.006150,-0.097010,0.000120,1.471580,,0.000000,0x21,0.000000,0.500000,40.500000,7.500000,8.550000,22x64,0.000000,-1.000000,0.000000,-91.300330,0.000000,0.000000,,,8.100000,0.251000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.079500,0.028670,0.005130,-0.074140,0.000260,1.403890,,0.000000,0x21,0.000000,0.350000,41.000000,7.100000,9.300000,26x11,0.000000,-1.000000,0.000000,-96.299590,0.000000,0.000000,,,8.600000,0.267000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.098100,0.029570,0.006530,-0.099910,0.000240,1.583980,,0.000000,0x21,0.000000,0.500000,41.500000,7.600000,10.300000,26x22,0.000000,-1.000000,0.000000,-101.299880,0.000000,0.000000,,,9.100000,0.282000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.096120,0.028190,0.005810,-0.102300,0.000820,1.647560,,0.000000,0x21,0.000000,0.510000,42.000000,8.250000,11.300000,26x21,0.000000,-0.944460,0.021920,0.003760,-0.060000,-0.005690,1.370160,,9.600000,0.297000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.036750,0.016840,0.003310,-0.034540,-0.000330,1.285890,,0.000000,0x10,0.000000,0.130000,42.500000,8.750000,11.800000,26x21,0.000000,-0.945630,0.020780,0.004150,-0.059950,-0.005080,1.417430,,10.100000,0.313000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.091540,0.025500,0.005850,-0.104680,0.000110,1.752960,,0.000000,0x21,0.000000,0.510000,43.000000,9.250000,12.300000,26x21,0.000000,-0.947020,0.019630,0.004250,-0.060640,-0.005530,1.464540,,10.600000,0.328000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.088180,0.024270,0.005940,-0.104030,0.000380,1.796670,,0.000000,0x21,0.000000,0.500000,43.500000,9.400000,12.800000,31x21,0.000000,-1.000000,0.000000,-121.299630,0.000000,0.000000,,,11.100000,0.344000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-08,1452286800,4.000000,0.091350,0.023650,0.006490,-0.111980,0.000470,1.880330,,0.000000,0x21,0.000000,0.540000,44.000000,10.250000,13.300000,26x21,0.000000,-0.950040,0.017780,0.003320,-0.061280,-0.005700,1.555560,,11.600000,0.359000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.000590,,,0.000000,168x48,27.700000,30.850000,3.000000,0.000000,0.010000,0x100,0.000000,-0.000660,0.000110,-0.000030,-0.001830,0.000000,4.666100,,29.400000,0.907000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.001370,,,0.000000,168x112,25.700000,28.800000,5.000000,0.000000,0.050000,0x29,0.000000,-0.002720,0.000330,0.000270,-0.007760,0.000000,4.341130,,27.400000,0.846000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.002230,,,0.000000,168x48,22.700000,25.850000,8.000000,0.000000,0.050000,0x29,0.000000,-0.003960,0.000540,0.000970,-0.008280,-0.000410,3.256850,,24.400000,0.753000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.002950,,,0.000000,112x10,20.700000,23.850000,10.000000,0.000000,0.050000,0x11,0.000000,-0.004720,0.000760,0.001200,-0.008110,-0.000210,2.755450,,22.400000,0.691000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.003880,,,0.000000,112x112,19.700000,22.850000,11.000000,0.000000,0.130000,0x21,0.000000,-0.009760,0.001540,0.001780,-0.017600,-0.000450,2.897970,,21.400000,0.660000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.004150,,,0.000000,112x112,18.700000,21.850000,12.000000,0.000000,0.050000,0x11,0.000000,-0.004850,0.001130,0.001280,-0.007450,-0.000060,2.347430,,20.400000,0.629000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.004180,,,0.000000,112x112,17.700000,20.850000,13.000000,0.000000,0.130000,0x22,0.000000,-0.011620,0.002050,0.001530,-0.016960,-0.000420,2.475820,,19.400000,0.598000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.004290,,,0.000000,168x112,16.550000,19.350000,14.000000,0.000000,0.050000,0x29,0.000000,-0.006420,0.001430,0.000600,-0.008000,-0.000200,2.004460,,18.400000,0.568000
