Date,Open,High,Low,Close,Volume,Returns,Log Returns,Returns (%)
2016-01-20,6.5444090003654845,6.793394465085293,6.456532133562665,6.707958221435547,48118000,,,
2016-01-21,6.781188635548982,6.89103482165831,6.642049388199813,6.786070346832275,48145600,1.0116446946773041,0.011577417001869362,1.1644694677304113
2016-01-22,6.9154448404317215,6.991116715230914,6.900798776248971,6.944737434387207,25799600,1.0233812912990206,0.023112136294475127,2.3381291299020557
2016-01-25,6.942296823075033,7.022850879999753,6.922768580959647,6.937414646148682,27072800,0.998945562980932,-0.0010549933288784552,-0.10544370190680441
2016-01-26,6.952060990402822,7.035056139122255,6.88127128448921,7.005764007568359,22794400,1.009852281419797,0.009804064136710451,0.9852281419796993
2016-01-27,6.995997938851495,7.017967264928029,6.790951205863796,6.922767162322998,23170000,0.9881530629413581,-0.011917671228020694,-1.1846937058641926
2016-01-28,6.978911458614316,7.003321874996972,6.7128388977822935,6.847095489501953,27677600,0.9890691581781218,-0.01099102242493612,-1.09308418218782
2016-01-29,6.905681770442546,7.164431107725863,6.878830261603413,7.149785041809082,31050400,1.0442070002924912,0.0432577459485636,4.420700029249125
2016-02-01,7.142461605869573,7.188841356689319,7.081435789482024,7.152225494384766,28988400,1.0003413323003996,0.000341274059782477,0.03413323003995661
2016-02-02,7.078995061081719,7.115610459658958,6.800717473186634,6.8495378494262695,34190800,0.957679236316565,-0.043242383470042854,-4.232076368343495
2016-02-03,6.9032400561961875,6.9447376271910475,6.725044330400611,6.883711814880371,32677200,1.0049892366763058,0.004976831678868923,0.4989236676305797
2016-02-04,6.893475055020471,7.042378172056129,6.817803185230691,6.8861517906188965,34814000,1.000354456404356,0.00035439359952536847,0.035445640435605164
2016-02-05,6.839773406797103,6.915445286477124,6.432120946962129,6.451649188995361,60042800,0.9369019715459272,-0.06517662169811556,-6.309802845407275
2016-02-08,6.354006840723592,6.385740053747405,6.065964973133881,6.156282901763916,60885200,0.9542184829678504,-0.04686261596841374,-4.578151703214961
2016-02-09,6.083052565891836,6.480940629573472,6.053759973164185,6.222191333770752,42537200,1.0107058809769693,0.010648978798251803,1.070588097696934
2016-02-10,6.261248304986681,6.441884655143073,6.173371451088168,6.207545757293701,33580000,0.9976462349530201,-0.0023565395064002147,-0.23537650469799276
2016-02-11,6.04887890403687,6.239279147399497,6.04887890403687,6.175812244415283,34014400,0.9948879131754877,-0.005125198243927205,-0.5112086824512252
2016-02-12,6.273453224910019,6.2929814647725655,6.041554969151064,6.280776023864746,34081600,1.0169959473014065,0.016853132104113745,1.6995947301406522
2016-02-16,6.371095665984418,6.59811178962694,6.35156742231571,6.588347434997559,48535200,1.0489702880606073,0.04780900495259482,4.8970288060607325
2016-02-17,6.671342321254619,6.815363287170982,6.644490812683421,6.751896381378174,77146800,1.024823971108724,0.024520862338457353,2.482397110872392
2016-02-18,7.306008968396026,7.5623171462962695,7.2986857046654805,7.332860469818115,106866000,1.0860445800149197,0.08254227040672137,8.604458001491967
2016-02-19,7.293805207486413,7.496410894761312,7.237661569400722,7.4305033683776855,52562800,1.013315799333898,0.013227923311400488,1.3315799333897926
