QUOTE_DATE,UNDERLYING_LAST,EXPIRE_DATE,P_BID,P_ASK,STRIKE,P_IV,MONEYNESS
2016-01-20,27.47,2017-01-20,1.89,1.96,22.0,0.41159,0.8
2016-01-20,27.47,2017-01-20,2.98,3.1,25.0,0.39107,0.91
2016-01-20,27.47,2017-01-20,3.9,4.0,27.0,0.37697,0.98
2016-01-20,27.47,2017-01-20,5.6,5.75,30.0,0.36519,1.09
2016-01-20,27.47,2017-01-20,9.15,9.3,35.0,0.34602,1.27
